Symbol,Open_Qty,Avg_Cost,Latest_Close,Realized_PnL,Unrealized_PnL,Total_PnL,Total_PnL_%
AKJCL,35,388.0,411.7,23395.0,829.5,24224.5,178.38
SSHL,0,0.0,238.8,15000.0,0.0,15000.0,0.0
HURJA,47,118.0,302.7,0.0,8680.9,8680.9,156.53
UNHPL,65,415.38,500.0,0.0,5500.0,5500.0,20.37
DORDI,130,307.54,314.9,0.0,957.0,957.0,2.39
MEL,164,323.0,300.0,0.0,-3772.0,-3772.0,-7.12
PPCL,10,390.0,425.0,-8000.0,350.0,-7650.0,-196.15
SINDU,115,866.3,799.7,0.0,-7659.5,-7659.5,-7.69
HLBSL,95,1079.0,947.5,0.0,-12492.5,-12492.5,-12.19
SAGAR,90,2220.0,1920.0,0.0,-27000.0,-27000.0,-13.51
GBLBS,60,1519.0,785.0,0.0,-44040.0,-44040.0,-48.32
